delta	delta_high	alpha	Pizza Price	Pizza Amount	Fondue Price	Fondue Amount	Italian Wage	Swiss Hours Worked	Italian Wage	Swiss Hours Worked	Deviation
0.75	0.225	3.5	1.607	2050.532	1.283	1317.976	2.073	783.597	2.536	830.71	0.006086
0.75	0.225	4	1.563	1938.91	1.348	1452.898	2.151	792.181	2.461	823.528	0.006363
0.75	0.225	4.5	1.515	1823.981	1.408	1581.507	2.23	800.428	2.384	816.107	0.006140
0.75	0.225	5	1.462	1705.76	1.462	1705.744	2.306	808.847	2.306	808.841	0.004143
0.75	0.225	5.5	1.407	1582.048	1.514	1824.397	2.384	816.372	2.229	800.727	0.005132
0.75	0.225	6	1.347	1453.435	1.562	1939.236	2.46	823.764	2.151	792.444	0.005360
0.75	0.225	6.5	1.282	1318.326	1.607	2050.645	2.536	830.818	2.073	783.74	0.005454
0.75	0.225	7	1.212	1175.395	1.649	2159.209	2.61	837.582	1.995	774.61	0.005731
0.75	0.225	7.5	1.135	1022.458	1.689	2265.43	2.684	844.053	1.917	764.939	0.006021
0.75	0.225	8	1.047	857.432	1.725	2369.791	2.756	850.39	1.839	754.894	0.005864
0.75	0.225	8.5	0.946	676.08	1.757	2472.735	2.827	856.622	1.761	744.547	0.005735
0.75	0.225	9	0.819	472.423	1.786	2574.321	2.894	862.939	1.682	734.268	0.005445
0.75	0.3	1	1.802	2561.23	0.921	399.871	1.989	778.208	2.6	840.104	0.005190
0.75	0.3	1.5	1.779	2452.623	1.056	587.968	2.032	780.43	2.57	835.158	0.005539
0.75	0.3	2	1.752	2341.699	1.159	760.189	2.073	783.475	2.537	830.658	0.005642
0.75	0.3	2.5	1.723	2228.551	1.244	920.957	2.115	786.866	2.502	826.351	0.006073
0.75	0.3	3	1.691	2113.141	1.316	1073.119	2.155	790.494	2.466	822.194	0.005963
0.75	0.3	3.5	1.657	1995.097	1.38	1218.287	2.196	794.183	2.43	818.012	0.005740
0.75	0.3	4	1.62	1874.364	1.437	1357.601	2.236	797.907	2.392	813.836	0.005831
0.75	0.3	4.5	1.58	1750.561	1.489	1492.526	2.276	801.79	2.354	809.771	0.005339
0.75	0.3	5	1.535	1623.819	1.535	1623.904	2.314	806.049	2.314	806.051	0.003828
0.75	0.3	5.5	1.488	1493.256	1.579	1750.993	2.353	810.123	2.275	802.17	0.004038
0.75	0.3	6	1.437	1357.697	1.619	1874.691	2.392	813.979	2.236	798.042	0.005386
0.75	0.3	6.5	1.379	1218.565	1.656	1995.277	2.429	818.147	2.195	794.325	0.005136
0.75	0.3	7	1.316	1073.297	1.691	2113.136	2.466	822.234	2.155	790.55	0.005641
0.75	0.3	7.5	1.244	920.985	1.723	2228.532	2.502	826.357	2.115	786.871	0.005978
0.75	0.3	8	1.159	760.242	1.752	2341.695	2.537	830.668	2.074	783.494	0.005551
0.75	0.3	8.5	1.056	588.203	1.779	2452.538	2.57	835.165	2.032	780.475	0.005123
0.75	0.3	9	0.922	399.852	1.802	2561.221	2.6	840.107	1.989	778.193	0.005370
0.75	0.375	1	1.807	2557.519	0.957	378.193	2.297	812.464	2.297	812.435	0.005325
0.75	0.375	1.5	1.786	2446.834	1.095	561.211	2.304	810.1	2.304	810.1	0.005478
0.75	0.375	2	1.761	2333.284	1.198	730.43	2.308	808.474	2.308	808.495	0.005834
0.75	0.375	2.5	1.734	2217.402	1.282	889.645	2.311	807.321	2.311	807.33	0.005856
0.75	0.375	3	1.704	2099.043	1.352	1041.191	2.314	806.41	2.314	806.415	0.006304
0.75	0.375	3.5	1.673	1978	1.414	1186.921	2.315	805.733	2.316	805.724	0.005891
0.75	0.375	4	1.639	1854.109	1.469	1327.473	2.317	805.108	2.317	805.095	0.006149
0.75	0.375	4.5	1.601	1727.508	1.517	1464.476	2.318	804.915	2.318	804.918	0.005265
0.75	0.375	5	1.56	1598.039	1.56	1597.956	2.317	805.028	2.317	805.033	0.004008
0.75	0.375	5.5	1.517	1464.481	1.601	1727.746	2.317	804.996	2.317	804.998	0.005056
0.75	0.375	6	1.468	1327.981	1.638	1854.332	2.317	805.341	2.317	805.335	0.005138
0.75	0.375	6.5	1.413	1187.292	1.672	1978.043	2.315	805.848	2.315	805.844	0.005236
0.75	0.375	7	1.352	1041.413	1.704	2099.099	2.313	806.493	2.314	806.496	0.005644
0.75	0.375	7.5	1.282	889.714	1.734	2217.404	2.311	807.345	2.311	807.346	0.005569
0.75	0.375	8	1.198	730.69	1.761	2333.263	2.308	808.548	2.308	808.536	0.005055
0.75	0.375	8.5	1.095	561.275	1.786	2446.804	2.304	810.103	2.304	810.102	0.005463
0.75	0.375	9	0.957	378.266	1.807	2557.541	2.297	812.452	2.297	812.495	0.005002
0.8	0.08	1	1.25	3448.429	0.361	1203.158	0.987	664.542	3.368	931.108	0.006214
0.8	0.08	1.5	1.211	3361.192	0.434	1548.642	1.133	710.464	3.223	925.33	0.009049
0.8	0.08	2	1.168	3278.448	0.503	1819.554	1.285	748.859	3.077	919.412	0.006626
0.8	0.08	2.5	1.123	3195.278	0.568	2035.743	1.434	778.248	2.929	912.815	0.006504
0.8	0.08	3	1.075	3111.264	0.631	2216.448	1.584	802.438	2.781	905.569	0.006373
0.8	0.08	3.5	1.025	3025.023	0.692	2370.798	1.732	822.525	2.631	897.471	0.006722
0.8	0.08	4	0.973	2935.262	0.751	2506.461	1.881	839.635	2.481	888.496	0.006650
0.8	0.08	4.5	0.92	2840.06	0.809	2627.243	2.031	854.166	2.331	878.336	0.006352
0.8	0.08	5	0.865	2737.83	0.865	2737.863	2.181	866.972	2.181	866.983	0.005369
0.8	0.08	5.5	0.809	2627.796	0.92	2839.762	2.331	878.358	2.031	854.215	0.005738
0.8	0.08	6	0.751	2506.436	0.973	2935.258	2.481	888.536	1.882	839.588	0.006391
0.8	0.08	6.5	0.692	2371.063	1.025	3025.377	2.631	897.581	1.733	822.646	0.006292
0.8	0.08	7	0.631	2216.909	1.075	3111.432	2.781	905.637	1.584	802.555	0.005802
0.8	0.08	7.5	0.568	2035.763	1.123	3195.424	2.929	912.844	1.435	778.314	0.006359
0.8	0.08	8	0.503	1819.115	1.168	3278.629	3.076	919.423	1.285	748.837	0.006410
0.8	0.08	8.5	0.434	1550.074	1.211	3361.967	3.223	925.414	1.136	711.421	0.006807
0.8	0.08	9	0.361	1203.296	1.25	3448.409	3.368	931.117	0.987	664.517	0.006189
0.8	0.16	1	1.29	3364.596	0.527	768.86	1.283	742.162	3.095	917.497	0.006578
0.8	0.16	1.5	1.264	3243.725	0.607	1063.444	1.397	764.117	2.988	911.909	0.006491
0.8	0.16	2	1.234	3123.995	0.677	1314.47	1.511	783.522	2.878	906.12	0.005917
0.8	0.16	2.5	1.202	3004.306	0.74	1533.549	1.625	800.438	2.767	899.945	0.006189
0.8	0.16	3	1.167	2883.64	0.799	1729.194	1.74	815.376	2.655	893.359	0.006483
0.8	0.16	3.5	1.13	2760.579	0.854	1906.666	1.855	828.537	2.542	886.222	0.006692
0.8	0.16	4	1.09	2633.954	0.907	2069.964	1.97	840.316	2.429	878.383	0.006801
0.8	0.16	4.5	1.048	2502.571	0.956	2221.905	2.084	850.89	2.314	869.855	0.006834
0.8	0.16	5	1.003	2365.863	1.003	2366.151	2.199	860.842	2.199	860.847	0.006110
0.8	0.16	5.5	0.956	2222.72	1.048	2503.281	2.315	870.108	2.085	851.198	0.006082
0.8	0.16	6	0.907	2069.73	1.09	2634.042	2.429	878.366	1.97	840.31	0.007348
0.8	0.16	6.5	0.854	1906.923	1.13	2760.517	2.542	886.264	1.855	828.549	0.006549
0.8	0.16	7	0.799	1729.648	1.167	2883.465	2.655	893.396	1.74	815.404	0.006019
0.8	0.16	7.5	0.74	1533.585	1.202	3004.384	2.767	899.974	1.625	800.461	0.006113
0.8	0.16	8	0.677	1314.187	1.234	3124.046	2.878	906.105	1.511	783.471	0.006190
0.8	0.16	8.5	0.607	1063.645	1.264	3243.792	2.987	911.935	1.397	764.184	0.005917
0.8	0.16	9	0.527	768.751	1.29	3364.641	3.095	917.499	1.283	742.158	0.006446
0.8	0.24	1	1.311	3330.762	0.671	566.027	1.586	793.404	2.81	901.501	0.005765
0.8	0.24	1.5	1.292	3190.984	0.756	822.279	1.664	802.576	2.74	896.416	0.006300
0.8	0.24	2	1.271	3050.349	0.824	1053.106	1.742	811.625	2.667	891.384	0.006275
0.8	0.24	2.5	1.248	2908.36	0.882	1265.231	1.82	820.239	2.593	886.204	0.006573
0.8	0.24	3	1.223	2764.523	0.934	1462.971	1.899	828.371	2.518	880.862	0.006547
0.8	0.24	3.5	1.196	2618.508	0.981	1648.65	1.977	836.022	2.442	875.233	0.006630
0.8	0.24	4	1.167	2468.751	1.024	1825.019	2.055	843.078	2.366	869.216	0.007203
0.8	0.24	4.5	1.135	2315.011	1.065	1993.936	2.134	849.865	2.289	862.883	0.007482
0.8	0.24	5	1.101	2157.763	1.101	2157.768	2.212	856.786	2.212	856.782	0.005788
0.8	0.24	5.5	1.064	1994.118	1.135	2315.243	2.289	862.999	2.134	849.937	0.007038
0.8	0.24	6	1.024	1825.184	1.166	2468.942	2.366	869.297	2.055	843.162	0.006799
0.8	0.24	6.5	0.981	1648.861	1.196	2618.467	2.442	875.272	1.977	836.039	0.006319
0.8	0.24	7	0.933	1463.236	1.223	2764.595	2.518	880.913	1.898	828.447	0.005835
0.8	0.24	7.5	0.882	1265.372	1.248	2908.343	2.593	886.23	1.82	820.26	0.006210
0.8	0.24	8	0.824	1053.295	1.271	3050.352	2.667	891.401	1.742	811.666	0.005823
0.8	0.24	8.5	0.756	822.386	1.292	3190.967	2.74	896.431	1.664	802.59	0.006107
0.8	0.24	9	0.671	565.873	1.311	3330.837	2.81	901.5	1.586	793.403	0.006264
0.8	0.32	1	1.321	3317	0.769	471.471	1.896	830.587	2.513	882.412	0.006026
0.8	0.32	1.5	1.307	3167.59	0.857	706.117	1.937	832.776	2.48	878.484	0.006362
0.8	0.32	2	1.291	3015.834	0.923	924.013	1.978	835.519	2.445	874.894	0.006467
0.8	0.32	2.5	1.273	2861.699	0.976	1129.766	2.018	838.491	2.408	871.413	0.006670
0.8	0.32	3	1.254	2705.053	1.022	1326.306	2.059	841.585	2.371	867.988	0.006301
0.8	0.32	3.5	1.233	2545.875	1.062	1514.85	2.099	844.662	2.334	864.554	0.006612
0.8	0.32	4	1.211	2382.995	1.098	1697.519	2.139	847.688	2.296	860.988	0.006782
0.8	0.32	4.5	1.187	2216.972	1.131	1874.543	2.179	850.711	2.258	857.368	0.007221
0.8	0.32	5	1.161	2047.497	1.16	2047.826	2.219	853.991	2.219	853.991	0.006705
0.8	0.32	5.5	1.131	1874.342	1.187	2217.224	2.258	857.386	2.179	850.729	0.007320
0.8	0.32	6	1.099	1696.952	1.211	2383.113	2.296	860.903	2.139	847.578	0.007319
0.8	0.32	6.5	1.062	1514.892	1.233	2546.03	2.334	864.574	2.099	844.722	0.006328
0.8	0.32	7	1.022	1326.247	1.254	2705.105	2.371	868	2.058	841.587	0.006710
0.8	0.32	7.5	0.976	1129.811	1.273	2861.806	2.408	871.444	2.018	838.539	0.006333
0.8	0.32	8	0.923	924.047	1.291	3015.868	2.445	874.901	1.978	835.541	0.006307
0.8	0.32	8.5	0.857	706.15	1.307	3167.61	2.48	878.5	1.937	832.774	0.006266
0.8	0.32	9	0.769	471.482	1.321	3316.984	2.513	882.417	1.896	830.574	0.006214
0.8	0.4	1	1.325	3313.221	0.803	443.679	2.206	859.311	2.206	859.309	0.005721
0.8	0.4	1.5	1.312	3160.9	0.893	671.276	2.211	857.56	2.211	857.568	0.006317
0.8	0.4	2	1.297	3005.661	0.958	884.872	2.214	856.406	2.214	856.405	0.006205
0.8	0.4	2.5	1.281	2847.66	1.009	1088.331	2.216	855.542	2.216	855.543	0.006373
0.8	0.4	3	1.264	2686.883	1.053	1283.858	2.217	854.805	2.217	854.838	0.006462
0.8	0.4	3.5	1.245	2523.55	1.09	1473.005	2.219	854.262	2.219	854.25	0.006715
0.8	0.4	4	1.226	2356.422	1.124	1657.002	2.22	853.634	2.22	853.622	0.007237
0.8	0.4	4.5	1.204	2186.717	1.154	1836.883	2.22	853.3	2.22	853.322	0.007088
0.8	0.4	5	1.18	2013.392	1.18	2013.33	2.221	853.145	2.221	853.149	0.006622
0.8	0.4	5.5	1.153	1837.173	1.204	2186.505	2.22	853.325	2.22	853.323	0.006887
0.8	0.4	6	1.124	1657.164	1.226	2356.247	2.22	853.615	2.22	853.616	0.007136
0.8	0.4	6.5	1.09	1473.031	1.245	2523.49	2.219	854.251	2.219	854.263	0.006646
0.8	0.4	7	1.053	1283.694	1.264	2687.08	2.217	854.842	2.217	854.833	0.006747
0.8	0.4	7.5	1.009	1088.364	1.281	2847.666	2.216	855.539	2.216	855.566	0.006387
0.8	0.4	8	0.957	884.941	1.297	3005.66	2.213	856.424	2.214	856.433	0.006043
0.8	0.4	8.5	0.893	671.26	1.312	3160.93	2.211	857.572	2.211	857.558	0.006336
0.8	0.4	9	0.803	443.601	1.325	3313.243	2.206	859.307	2.206	859.301	0.006148
0.85	0.085	1	0.943	3794.313	0.275	1317.171	0.912	619.683	3.17	858.369	0.258894
0.85	0.085	1.5	1.149	2519.117	0.415	1093.191	1.309	422.857	3.165	650.873	2.875345
0.85	0.085	2	0.983	2886.937	0.435	1589.084	1.353	565.938	3.282	680.62	0.353210
0.85	0.085	2.5	0.831	4097.433	0.422	2615.254	1.346	838.34	2.853	945.625	0.007568
0.85	0.085	3	0.798	3990.619	0.47	2847.749	1.501	859.067	2.709	940.578	0.006118
0.85	0.085	3.5	0.761	3878.6	0.515	3042.849	1.651	875.163	2.557	934.25	0.006406
0.85	0.085	4	0.723	3763.079	0.559	3215.009	1.802	888.889	2.406	927.36	0.006240
0.85	0.085	4.5	0.683	3641.017	0.601	3369.323	1.951	900.452	2.252	919.491	0.005881
0.85	0.085	5	0.643	3508.74	0.643	3508.956	2.102	910.281	2.102	910.29	0.006122
0.85	0.085	5.5	0.601	3367.434	0.682	3639.655	2.25	919.184	1.949	900.113	0.006450
0.85	0.085	6	0.559	3215.125	0.723	3762.74	2.407	927.276	1.802	888.821	0.006478
0.85	0.085	6.5	0.497	2936.105	0.737	3739.085	2.438	907.058	1.579	844.825	0.126870
0.85	0.085	7	0.47	2846.915	0.798	3991.101	2.709	940.571	1.502	859.097	0.006654
0.85	0.085	7.5	0.423	2617.868	0.832	4100.415	2.858	946.114	1.35	839.176	0.006332
0.85	0.085	8	0.375	2340.355	0.865	4208.629	3.006	950.878	1.198	813.827	0.008463
0.85	0.085	8.5	0.414	1132.309	1.146	2609.884	3.159	674.455	1.3	436.35	2.793164
0.85	0.085	9	0.271	1549.554	0.923	4440.507	3.304	960.17	0.897	741.563	0.038463
0.85	0.17	1	0.951	4345.014	0.418	949.428	1.199	808.571	3.028	949.454	0.007195
0.85	0.17	1.5	0.933	4179.085	0.473	1324.274	1.314	827.106	2.917	945.143	0.006406
0.85	0.17	2	0.914	4016.294	0.522	1645.197	1.429	843.099	2.806	940.635	0.007139
0.85	0.17	2.5	0.891	3854.751	0.566	1927.659	1.544	857.045	2.693	935.871	0.006971
0.85	0.17	3	0.867	3692.792	0.607	2179.596	1.658	868.943	2.579	930.618	0.006871
0.85	0.17	3.5	0.841	3528.572	0.646	2410.367	1.774	879.592	2.465	925.07	0.006405
0.85	0.17	4	0.813	3361.652	0.683	2622.012	1.888	889.004	2.349	918.934	0.006953
0.85	0.17	4.5	0.783	3188.599	0.718	2820.58	2.003	897.41	2.234	912.323	0.007235
0.85	0.17	5	0.751	3008.456	0.751	3008.14	2.118	905.08	2.118	905.083	0.006773
0.85	0.17	5.5	0.718	2820.058	0.783	3188.068	2.233	912.205	2.003	897.302	0.007100
0.85	0.17	6	0.684	2621.46	0.813	3362.41	2.351	918.986	1.889	889.087	0.006644
0.85	0.17	6.5	0.647	2409.158	0.841	3529.719	2.466	925.096	1.774	879.646	0.006724
0.85	0.17	7	0.607	2180.145	0.867	3693.038	2.579	930.749	1.659	869.06	0.006345
0.85	0.17	7.5	0.566	1927.509	0.892	3854.953	2.693	935.87	1.544	857.007	0.006573
0.85	0.17	8	0.522	1644.002	0.914	4016.416	2.806	940.556	1.428	842.913	0.007696
0.85	0.17	8.5	0.473	1323.847	0.933	4179.196	2.918	945.106	1.314	827.108	0.006586
0.85	0.17	9	0.412	950.417	0.941	4343.24	2.999	949.405	1.183	807.666	0.007729
0.85	0.255	1	0.964	4308.138	0.549	679.658	1.504	850.2	2.739	936.563	0.007948
0.85	0.255	1.5	0.953	4116.093	0.604	1001.629	1.582	857.938	2.666	932.672	0.007348
0.85	0.255	2	0.94	3924.279	0.648	1295.013	1.661	865.445	2.591	928.798	0.006949
0.85	0.255	2.5	0.925	3731.938	0.686	1565.811	1.739	872.321	2.516	924.648	0.008141
0.85	0.255	3	0.909	3538.399	0.72	1821.135	1.817	879.019	2.44	920.514	0.007489
0.85	0.255	3.5	0.892	3342.194	0.751	2062.378	1.895	885.161	2.363	916.131	0.007411
0.85	0.255	4	0.872	3142.778	0.778	2293.169	1.971	890.926	2.283	911.485	0.006915
0.85	0.255	4.5	0.852	2938.601	0.805	2514.663	2.051	896.276	2.208	906.522	0.007683
0.85	0.255	5	0.83	2729.353	0.83	2729.587	2.13	901.476	2.13	901.49	0.007273
0.85	0.255	5.5	0.805	2514.621	0.852	2938.815	2.208	906.587	2.051	896.321	0.007158
0.85	0.255	6	0.779	2292.721	0.873	3142.754	2.286	911.402	1.973	890.846	0.007647
0.85	0.255	6.5	0.751	2061.845	0.892	3342.603	2.363	916.093	1.895	885.151	0.007500
0.85	0.255	7	0.72	1820.805	0.909	3538.55	2.44	920.499	1.817	878.973	0.007559
0.85	0.255	7.5	0.686	1565.798	0.925	3732.157	2.516	924.685	1.738	872.354	0.007455
0.85	0.255	8	0.648	1294.13	0.94	3924.566	2.592	928.715	1.66	865.371	0.006980
0.85	0.255	8.5	0.604	1000.681	0.953	4116.385	2.666	932.617	1.582	857.907	0.008100
0.85	0.255	9	0.55	678.417	0.964	4308.425	2.739	936.511	1.504	850.057	0.009775
0.85	0.34	1	0.971	4293.671	0.641	557.239	1.816	879.805	2.439	921.15	0.008470
0.85	0.34	1.5	0.963	4088.797	0.695	849.304	1.857	881.875	2.404	918.252	0.007582
0.85	0.34	2	0.954	3881.22	0.735	1123.986	1.897	884.132	2.367	915.337	0.008136
0.85	0.34	2.5	0.943	3672.545	0.767	1386.356	1.937	886.632	2.329	912.741	0.007015
0.85	0.34	3	0.932	3461.469	0.795	1638.672	1.977	889.227	2.292	910.108	0.007265
0.85	0.34	3.5	0.92	3247.389	0.819	1883.273	2.017	891.713	2.253	907.415	0.007839
0.85	0.34	4	0.907	3030.341	0.84	2121.393	2.056	894.218	2.215	904.706	0.007315
0.85	0.34	4.5	0.888	2809.406	0.856	2354.643	2.087	896.826	2.165	901.993	0.007362
0.85	0.34	5	0.877	2583.217	0.877	2583.848	2.136	899.277	2.136	899.231	0.007387
0.85	0.34	5.5	0.86	2354.565	0.893	2808.528	2.175	901.878	2.096	896.602	0.007954
0.85	0.34	6	0.841	2121.24	0.907	3029.883	2.215	904.623	2.057	894.1	0.007847
0.85	0.34	6.5	0.819	1882.892	0.92	3247.548	2.253	907.398	2.017	891.703	0.007453
0.85	0.34	7	0.795	1638.417	0.932	3461.093	2.291	910.015	1.977	889.014	0.007477
0.85	0.34	7.5	0.767	1385.81	0.944	3672.754	2.33	912.708	1.937	886.556	0.007627
0.85	0.34	8	0.735	1123.356	0.954	3882.308	2.367	915.477	1.897	884.223	0.008333
0.85	0.34	8.5	0.695	848.709	0.963	4088.981	2.404	918.213	1.857	881.767	0.008396
0.85	0.34	9	0.64	557.083	0.971	4293.526	2.439	921.133	1.816	879.716	0.007759
0.85	0.425	1	0.973	4289.823	0.673	521.598	2.129	902.656	2.129	902.611	0.008447
0.85	0.425	1.5	0.966	4081.024	0.728	803.767	2.132	901.474	2.132	901.474	0.008592
0.85	0.425	2	0.958	3869.007	0.766	1072.057	2.134	900.56	2.134	900.571	0.008933
0.85	0.425	2.5	0.95	3654.902	0.797	1330.339	2.136	899.884	2.136	899.974	0.009123
0.85	0.425	3	0.94	3437.935	0.821	1582.166	2.136	899.572	2.136	899.513	0.007607
0.85	0.425	3.5	0.929	3218.251	0.842	1827.563	2.137	899.198	2.137	899.211	0.007358
0.85	0.425	4	0.918	2994.924	0.861	2067.732	2.138	898.764	2.137	898.787	0.007746
0.85	0.425	4.5	0.906	2768.124	0.878	2304.297	2.138	898.557	2.138	898.603	0.007826
0.85	0.425	5	0.893	2537.81	0.893	2538.116	2.138	898.519	2.138	898.514	0.007624
0.85	0.425	5.5	0.878	2304.229	0.906	2768.304	2.138	898.604	2.138	898.602	0.007803
0.85	0.425	6	0.861	2067.753	0.918	2995.342	2.137	898.879	2.137	898.84	0.007566
0.85	0.425	6.5	0.842	1827.164	0.929	3218.407	2.136	899.159	2.136	899.187	0.007346
0.85	0.425	7	0.821	1582.53	0.94	3438.157	2.136	899.647	2.136	899.588	0.007369
0.85	0.425	7.5	0.796	1331.024	0.949	3654.612	2.136	899.963	2.136	899.921	0.007974
0.85	0.425	8	0.766	1070.924	0.959	3869.155	2.134	900.389	2.134	900.439	0.009817
0.85	0.425	8.5	0.727	803.179	0.966	4081.217	2.132	901.414	2.132	901.41	0.007907
0.85	0.425	9	0.673	521.145	0.973	4290.114	2.129	902.62	2.129	902.64	0.008936
0.9	0.09	1	1.526	1699.77	0.499	540.495	1.696	253.322	5.582	356.831	8.217187
0.9	0.09	1.5	0.748	3916.712	0.274	1741.028	1.067	580.55	2.969	756.054	1.506096
0.9	0.09	2	0.595	4887.252	0.268	2735.954	1.055	798.705	2.736	891	0.278625
0.9	0.09	2.5	0.669	4163.336	0.339	2634.401	1.339	715.123	2.914	790.976	0.376313
0.9	0.09	3	0.625	3521.363	0.381	2482.902	1.512	629.56	2.707	684.865	0.406715
0.9	0.09	3.5	0.668	3177.353	0.458	2479.418	1.833	597.367	2.81	634.523	0.437035
0.9	0.09	4	0.525	3986.268	0.404	3402.04	1.65	777.155	2.244	802.725	0.424936
0.9	0.09	4.5	0.523	4065.401	0.459	3732.647	1.886	827.244	2.205	840.204	0.284003
0.9	0.09	5	0.467	3916.26	0.463	3896.651	1.961	828.494	1.979	831.031	0.141244
0.9	0.09	5.5	0.598	2422.431	0.679	2652.437	2.711	567.465	2.349	550.858	1.376625
0.9	0.09	6	0.418	3504.687	0.534	4058.395	2.284	816.921	1.703	798.141	0.302101
0.9	0.09	6.5	0.388	3098.236	0.575	3942.39	2.484	777.205	1.575	739.66	0.291053
0.9	0.09	7	0.338	3242.317	0.568	4523.997	2.54	863.742	1.375	813.582	0.122818
0.9	0.09	7.5	0.299	3000.908	0.59	4673.159	2.665	869.972	1.213	800.79	0.132656
0.9	0.09	8	0.619	860.225	1.265	1826.637	4.608	388.445	2.194	280.447	6.558916
0.9	0.09	8.5	0.323	1380.852	0.871	3128.406	3.622	599.337	1.226	475.09	1.703639
0.9	0.09	9	0.554	473.181	1.767	1435.473	6.43	306.439	1.916	218.425	9.944053
0.9	0.18	1	1.662	1606.934	0.896	300.846	2.409	261.709	5.55	331.591	8.321310
0.9	0.18	1.5	0.674	4657.395	0.356	1433.886	1.187	773.17	2.775	850.201	0.252969
0.9	0.18	2	0.653	5060.367	0.384	2010.897	1.288	883.089	2.62	958.438	0.197832
0.9	0.18	2.5	0.662	4448.977	0.433	2164.334	1.446	819.113	2.582	877.292	0.271240
0.9	0.18	3	0.636	4369.55	0.453	2525.924	1.54	849.973	2.418	902.047	0.211834
0.9	0.18	3.5	0.633	3016.435	0.502	2002.959	1.666	626.856	2.311	661.801	0.903893
0.9	0.18	4	0.587	4296.245	0.498	3326.835	1.762	937.092	2.212	958.253	0.016252
0.9	0.18	4.5	0.586	4059.787	0.54	3576.331	1.933	940.357	2.164	951.175	0.005169
0.9	0.18	5	0.849	1672.065	0.859	1623.284	2.791	437.256	2.829	437.712	1.915013
0.9	0.18	5.5	0.525	3266.028	0.568	3713.442	2.09	874.201	1.875	864.279	0.078236
0.9	0.18	6	0.496	3312.661	0.585	4262.523	2.189	953.92	1.75	932.399	0.072011
0.9	0.18	6.5	0.563	2127.349	0.727	3204.752	2.633	701.364	1.887	662.626	0.664687
0.9	0.18	7	0.451	2752.595	0.631	4728.515	2.462	965.549	1.551	920.92	0.016220
0.9	0.18	7.5	0.427	2420.16	0.654	4943.022	2.596	968.444	1.453	910.838	0.052347
0.9	0.18	8	0.394	2062.975	0.666	5161.67	2.7	972.245	1.332	901.217	0.038605
0.9	0.18	8.5	0.463	982.756	0.828	3340.161	3.053	647.496	1.461	536.713	1.023999
0.9	0.18	9	0.347	892.782	0.744	4327.666	3.064	767.609	1.161	679.759	0.495082
0.9	0.27	1	0.823	3936.26	0.515	552.714	1.575	639.1	2.856	713.279	1.004014
0.9	0.27	1.5	0.885	2922.357	0.61	644.47	1.763	513.236	3.031	555.843	1.584798
0.9	0.27	2	0.695	4423.36	0.511	1390.59	1.589	804.779	2.514	848.14	0.108751
0.9	0.27	2.5	0.766	3613.543	0.583	1471.906	1.76	706.807	2.576	746.926	0.605488
0.9	0.27	3	0.659	4529.397	0.541	2268.936	1.702	927.792	2.313	957.846	0.063396
0.9	0.27	3.5	0.695	3639.449	0.599	2196.783	1.857	804.051	2.337	824.854	0.234180
0.9	0.27	4	0.742	2886.155	0.671	2045.665	2.094	681.218	2.428	698.862	0.459532
0.9	0.27	4.5	0.619	3611.957	0.59	3063.343	1.899	911.854	2.045	922.985	0.121113
0.9	0.27	5	0.601	3376.802	0.599	3384.304	1.965	925.434	1.968	924.947	0.092810
0.9	0.27	5.5	0.616	2855.146	0.645	3373.637	2.117	861.953	1.949	855.274	0.250554
0.9	0.27	6	0.57	2886.823	0.629	4003.26	2.141	952.313	1.835	937.627	0.015611
0.9	0.27	6.5	0.551	2558.929	0.639	4224.621	2.193	949.139	1.742	924.85	0.092607
0.9	0.27	7	0.604	1713.367	0.738	3451.719	2.548	735	1.875	710.081	0.180070
0.9	0.27	7.5	0.538	1751.369	0.691	4329.999	2.426	877.07	1.659	841.942	0.209542
0.9	0.27	8	0.507	1538.324	0.692	4889.79	2.512	932.825	1.579	887.49	0.083191
0.9	0.27	8.5	0.514	940.164	0.772	4141.772	2.699	773.483	1.575	719.255	0.534295
0.9	0.27	9	0.482	653.309	0.748	4506.534	2.794	789.623	1.517	728.57	0.233486
0.9	0.36	1	0.727	4668.446	0.552	550.457	1.759	781.836	2.384	810.03	0.222617
0.9	0.36	1.5	0.71	4464.206	0.576	851.59	1.782	788.549	2.318	812.786	0.236267
0.9	0.36	2	0.694	4256.748	0.579	1152.715	1.773	792.73	2.233	817.719	0.288489
0.9	0.36	2.5	0.794	3471.196	0.681	1229.6	2.02	695.672	2.406	718.857	0.672017
0.9	0.36	3	0.963	2130.972	0.879	940.72	2.475	467.465	2.869	474.95	1.678557
0.9	0.36	3.5	0.664	4145.21	0.609	2346.631	1.884	937.835	2.113	949.126	0.032563
0.9	0.36	4	0.674	3849.294	0.637	2652.99	1.966	937.543	2.125	945.302	0.007352
0.9	0.36	4.5	0.659	3558.558	0.64	2962.021	1.985	940.546	2.064	944.467	0.008100
0.9	0.36	5	0.739	1890.485	0.743	1897.489	2.178	568.295	2.196	561.133	0.978752
0.9	0.36	5.5	0.654	2957.564	0.672	3555.045	2.104	943.196	2.024	939.477	0.006669
0.9	0.36	6	0.639	2312.08	0.68	3345.53	2.12	827.744	1.974	818.227	0.122473
0.9	0.36	6.5	0.627	2340.13	0.683	4137.904	2.169	946.834	1.933	935.277	0.021804
0.9	0.36	7	0.6	2026.563	0.674	4433.213	2.161	950.562	1.853	935.674	0.058001
